,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
16740,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,250000.0
16744,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",20 to 99 employees,Sweden,"Hybrid (some remote, some in-person)",540000.0
16768,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,Spain,Fully remote,150000.0
16768,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,20 to 99 employees,Spain,Fully remote,150000.0
16777,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,Fully remote,100000.0
16777,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,100000.0
16777,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,100000.0
16843,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,Australia,"Hybrid (some remote, some in-person)",50000.0
16931,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,I have an anxiety disorder,"Developer, desktop or enterprise applications",500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16931,I have an anxiety disorder,DevOps specialist,500 to 999 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16957,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,I have an anxiety disorder,"Developer, front-end",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
16957,I have an anxiety disorder,"Developer, desktop or enterprise applications",500 to 999 employees,France,"Hybrid (some remote, some in-person)",40000.0
17156,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,36500.0
17156,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,36500.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17213,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,2 to 9 employees,Norway,"Hybrid (some remote, some in-person)",730000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,"Developer, desktop or enterprise applications",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,"Developer, embedded applications or devices",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17293,I have an anxiety disorder,Designer,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,23000.0
17382,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,18550.0
17437,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,I have an anxiety disorder,"Engineer, data",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,I have an anxiety disorder,"Developer, full-stack",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,I have an anxiety disorder,Database administrator,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17437,I have an anxiety disorder,System administrator,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,31000.0
17517,I have an anxiety disorder,Data scientist or machine learning specialist,100 to 499 employees,Spain,"Hybrid (some remote, some in-person)",27000.0
17517,I have an anxiety disorder,"Engineer, data",100 to 499 employees,Spain,"Hybrid (some remote, some in-person)",27000.0
17517,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Spain,"Hybrid (some remote, some in-person)",27000.0
17528,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",20 to 99 employees,Italy,Fully remote,28000.0
17528,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,Italy,Fully remote,28000.0
17532,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",142000.0
17532,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",142000.0
17542,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,France,Full in-person,27600.0
17542,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,France,Full in-person,27600.0
17587,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,Austria,"Hybrid (some remote, some in-person)",30000.0
